canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,tcm,n_active,MTS
C=CC(=O)C(O)(O)[C@]1(O)OC2=C(O)C(O)=CC3=C2[C@@H]1CC(=O)O[C@H]1[C@@H]2OC(=O)C4=CC(O)=C(O)C(O)=C4C4=C(C=C(OC5=C(O)C(O)=C(O)C=C5C(=O)O[C@H]5[C@H](OC(=O)C6=CC(O)=C(O)C(O)=C6)O[C@H](COC(=O)C6=CC(O)=C(O)C(O)=C6)[C@@H](OC(=O)C6=CC(O)=C(O)C(O)=C6)[C@@H]5OC(=O)C5=CC(O)=C(O)C(O)=C5)C(O)=C4O)C(=O)OC[C@H]1O[C@@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)C2OC3=O,"[(2~{S},3~{R},4~{S},5~{R},6~{R})-2,4,5-tris[(3,4,5-trihydroxybenzoyl)oxy]-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]tetrahydropyran-3-yl] 2-[[(5~{S},7~{R},25~{S},26~{R},30~{S},31~{R})-31-(1,1-dihydroxy-2-oxo-but-3-enyl)-14,15,18,19,20,31,34,35-octahydroxy-2,10,23,28-tetraoxo-5-(3,4,5-trihydroxybenzoyl)oxy-3,6,9,24,27,32-hexaoxaheptacyclo[28.6.1.0^{4,25}.0^{7,26}.0^{11,16}.0^{17,22}.0^{33,37}]heptatriaconta-1(37),11(16),12,14,17,19,21,33,35-nonaen-13-yl]oxy]-3,4,5-trihydroxy-benzoate",Argusia argentea|Bupleurum chinense|Carya tonkinensis|Chlorocebus aethiops|Euphorbia maculata|Holocarpha obconica|Leonurus sibiricus|Lumbricus terrestris|Plantago indica|Plectranthus fruticosus|Rana arvalis|Spongilla lacustris|Trilisa odoratissima|Zanthoxylum americanum,Shikimates and Phenylpropanoids,6.74,7.75,4.48,6.12,5.88,5.5,5.7,6.56,5.35,6.87,7.12,7.75,柴胡,4,27.92
CC1=CC(=O)O/C1=C\[C@H](O)[C@@]1(C)CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@@H](O)C[C@@]2(C)O1,,Salvia yosgadensis,Terpenoids,7.01,7.58,4.37,6.53,5.12,5.24,5.85,6.8,4.99,5.6,7.13,7.58,丹参,4,27.92
COC1=CC(C[C@H]2COC(=O)[C@@]2(O)CC2=CC=C(O)C(OC)=C2)=CC=C1O,Epinortrachelogenin,Adenia fruticosa|Aeromonas hydrophila|Artemisia caucasica|Aster ptarmicoides|Bupleurum salicifolium|Centrosema haitense|Corydalis gigantea|Crella incrustans|Dysosma delavayi|Echinochloa esculenta|Echinopepon bigelovii|Exobasidium vaccinii|Galium album|Gomphostemma crinitum|Herba selaginellae doederleinii|Hopea brevipetiolaris|Lactarius vellereus|Lophozia floerkei|Maharanga bicolor|Millettia rubiginosa|Mosla japonica|Nocardia pseudobrasiliensis|Osteospermum hyoseroides|Pinus massoniana|Plagiomnium undulatum|Rubus phoenicolasius|Saussurea pulchella|Sedum cepaea|Selaginella doederleinii|Stellera chamaejasme|Streptomyces olivaceus|Torricellia tiliifolia|Urbanodendron verrucosum|Wikstroemia lanceolata,Shikimates and Phenylpropanoids,6.55,7.61,5.19,6.08,5.33,5.63,5.88,6.65,5.14,7.1,7.12,7.61,柴胡,4,27.91
COC1=CC(C[C@@H]2COC(=O)[C@@]2(O)CC2=CC=C(O)C(OC)=C2)=CC=C1O,(+)-Nortrachelogenin,Acacia simplicifolia|Agathis lanceolata|Bowdichia virgilioides|Bupleurum salicifolium|Carissa carandas|Carissa edulis|Carissa spinarum|Cedrus deodara|Centaurea zuccariniana|Chamaecyparis formosensis|Clematis terniflora var. mandshurica|Cousinia canescens|Cryptomeria japonica|Cytisus austriacus|Daphne acutiloba|Daphne feddei|Daphne oleoides|Daphne oleoides spp.|Dracaena concinna|Firmiana simplex|Isodon amethystoides|Laurencia saitoi|Liparis keitaoensis|Nauclea parva|Neolitsea pulchella|Ophiorrhiza kuroiwae|Passerina vulgaris|Pholas dactylus|Picea abies|Pinus palustris|Pinus sylvestris|Pseudocyphellaria hirsuta|Salvia miltiorrhiza|Selaginella Doederleinii|Selaginella doederleinii|Stellera chamaejasme|Taiwania cryptomerioides|Taxus cuspidata|Tetradenia glauca|Teucrium scorodonia|Thuja occidentalis|Tinospora hainanensis|Titanotrichum oldhamii|Torreya jackii|Trachelospermum asiaticum|Trachelospermum asiaticum var. intermedium|Trachelospermum axillare|Trachelospermum jasminoides|Uvaria microcarpa|Veronica anagallis|Vigna angularis|Waitzia acuminata|Wikstroemia Indica|Wikstroemia indica|Wikstroemia sikokiana|Wikstroemia viridiflora|Wrightia tinctoria|Xylaria hypoxylon,Shikimates and Phenylpropanoids,6.55,7.61,5.19,6.08,5.33,5.63,5.88,6.65,5.14,7.1,7.12,7.61,香茶菜/冬凌草,4,27.91
COC1=CC(C[C@H]2COC(=O)[C@]2(O)CC2=CC=C(O)C(OC)=C2)=CC=C1O,Nortrachelogenin,Acacia simplicifolia|Adenia fruticosa|Aeromonas hydrophila|Alcea rosea|Alcyonium utinomii|Aldisa sanguinea|Alpinia blepharocalyx|Anguilla japonica|Aonidiella aurantii|Aplysina archeri|Araiostegiella perdurans|Aristolochia triangularis|Artemisia caucasica|Aspergillus carneus|Aspergillus striatus|Aster ptarmicoides|Austrocylindropuntia cylindrica|Balanops australiana|Bowdichia virgilioides|Breonia chinensis|Bupleurum falcatum|Bupleurum salicifolium|Campylotropis hirtella|Carissa edulis|Cedrus deodara|Centaurea zuccariniana|Centrosema haitense|Ceropegia dichotoma|Chaerophyllum maculatum|Chamaecyparis formosensis|Cinicus benedictu|Cortinarius odoratus|Corydalis gigantea|Cousinia canescens|Crella incrustans|Crinum moorei|Crotalaria candicans|Cryptomeria japonica|Daphne odora|Dendrobium loddigesii|Dictyota ciliolata|Didymochlaena truncatula|Distephanus angulifolius|Dysosma delavayi|Echinochloa esculenta|Echinopepon bigelovii|Eleutherobia albiflora|Eria japonica|Eucalyptus apodophylla|Eucalyptus globulus subsp. bicostata|Eucalyptus jenseni|Euonymus tingens|Euphorbia cornigera|Exobasidium vaccinii|Firmiana simplex|Fragaria|Galium album|Garberia heterophylla|Glycosmis macrophylla|Gomphostemma crinitum|Gymnopus confluens|Gypsophila perfoliata|Hippospongia gossypina|Hopea brevipetiolaris|Hylocomium splendens|Hypericum polyanthemum|Hyrtios reticulatus|Ipomoea Cairica|Ipomoea cairica|Ixora foetida|Juniperus drupacea|Juniperus rigida|Kokoona reflexa|Lactarius vellereus|Lophozia floerkei|Macrolepiota neomastoidea|Maesa ramentacea|Maharanga bicolor|Malayopython reticulatus|Martensia denticulata|Melolontha melolontha|Mentha cardiaca|Millettia laurentii|Millettia rubiginosa|Mimusops manilkara|Monodora tenuifolia|Mosla japonica|Nauclea parva|Nocardia pseudobrasiliensis|Nototodarus sloanii|Ocimum tenuiflorum|Ononis spinosa|Osteospermum hyoseroides|Passerina corymbosa|Passerina vulgaris|Penicillium janczewskii|Pentaclethra macrophylla|Periploca sepium|Pholas dactylus|Picea abies|Pinus massoniana|Pinus palustris|Pinus strobus|Pinus sylvestris|Plagiomnium undulatum|Plectranthus myrianthus|Pluchea odorata|Podospora decipiens|Pseudoplexaura flagellosa|Pterocaulon virgatum|Radopholus similis|Rhodiola semenovii|Ribes nigrum|Rubus chamaemorus|Rubus phoenicolasius|Salacia lehmbachii|Salvia sessei|Salvia yosgadensis|Saussurea pulchella|Schizopelte californica|Sedum cepaea|Sideritis brevibracteata|Sideroxylon cubense|Sonneratia caseolaris|Stephania zippeliana|Streptomyces olivaceus|Taiwania cryptomerioides|Talaromyces variabilis|Taxus cuspidata|Tetradenia glauca|Teucrium canadense|Teucrium scorodonia|Thuja occidentalis|Tinospora hainanensis|Titanotrichum oldhamii|Torreya|Torricellia tiliifolia|Trachelospermum asiaticum|Trachelospermum axillare|Trachelospermum jasminoides|Tristania conferta|Urbanodendron verrucosum|Uvaria microcarpa|Vaccinium myrtillus|Vaccinium vitis-idaea|Vernonia cistifolia|Veronica anagallis|Veronica polita|Viguiera decurrens|Waitzia acuminata|Wikstroemia foetida|Wikstroemia hainanensis|Wikstroemia indica|Wrightia tinctoria|Xylaria hypoxylon|pomegranate,Shikimates and Phenylpropanoids,6.55,7.61,5.19,6.08,5.33,5.63,5.88,6.65,5.14,7.1,7.12,7.61,地耳草/田基黄,4,27.91
COC1=C([C@]2(O)COC3=C(CC=C(C)C)C(O)=CC(O)=C3C2=O)C=CC2=C1C=CC(C)(C)O2,,Aleurites cordata|Glyphotaelius pellucidus|Ixanthus viscosus|Sophora microphylla|Sophora tetraptera|Talauma arcabucoana,Shikimates and Phenylpropanoids,6.77,7.58,5.2,6.26,6.89,6.11,5.68,5.55,5.26,6.67,7.08,7.58,苦参/槐,4,27.91
CC(=O)C1=C(O)C(C)=C(O)C(CC2=C3OC(C)(C)C=CC3=C(O)C3=C2O[C@@H](C2=CC=C(O)C=C2)CC3=O)=C1O,,Baileya multiradiata|Cladonia cryptochlorophaea|Erigeron linifolius|Eupatorium hyssopifolium|Mallotus philippensis|Maytenus horrida|Miconia myriantha|Onoseris lopezii|Picea breweriana|Populus grandidentata|Pyrrosia sheareri|Sinoadina racemosa|Streptomyces toyocaensis|Virola elongata,Shikimates and Phenylpropanoids,6.8,7.58,6.23,6.18,6.87,5.11,5.6,6.08,5.24,6.66,7.08,7.58,石韦,4,27.91
COC1=C([C@]2(O)COC3=C4CCC(C)(C)OC4=CC(O)=C3C2=O)C=CC2=C1C=CC(C)(C)O2,,Sophora mollis,Shikimates and Phenylpropanoids,7.05,7.47,5.23,6.22,6.74,6.0,5.65,5.32,5.16,6.64,7.09,7.47,苦参/槐,4,27.9
O=C1C[C@@H](C2=CC=C(O)C(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)OC2=CC(O)=CC(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C12,,Crataegus phaenopyrum,Shikimates and Phenylpropanoids,6.52,7.66,5.04,5.96,6.69,5.72,5.88,5.64,5.09,7.03,7.13,7.66,山楂,4,27.9
CCCCCC[C@H](C)[C@@H]1C/C(O)=N/C/C(O)=N/[C@@H](C(C)C)/C(O)=N/[C@H](CC(C)C)/C(O)=N/[C@@H](C)/C(O)=N/[C@@H](CC2=CC=CC=C2)C(=O)O1,"(3~{S},4~{Z},6~{S},7~{Z},9~{R},10~{Z},12~{S},13~{Z},16~{Z},19~{S})-3-benzyl-5,8,11,14,17-pentahydroxy-9-isobutyl-12-isopropyl-6-methyl-19-[(1~{S})-1-methylheptyl]-1-oxa-4,7,10,13,16-pentazacyclononadeca-4,7,10,13,16-pentaen-2-one",Aplysia angasi|Carex folliculata|Cercospora ligustri|Cocculus pendulus|Cosmos bipinnatus|Dendroctonus brevicomis|Dictyostelium brefeldianum|Glycosmis parviflora|Hypoxis filiformis|Ipomoea tuberosa|Madhuca utilis|Magnolia baillonii|Phyllanthus maderaspatensis|Pimelea simplex|Piper lolot,Polyketides,6.58,7.68,5.54,6.09,5.6,5.21,5.59,6.74,5.43,6.89,7.1,7.68,叶下珠,4,27.89
CN=C(NC)NCCC/C=C/CCC[C@H](C)[C@@H]1OC(=O)/C=C/C=C/[C@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@@H](O)CC[C@@H](C)[C@H](O)C[C@@]2(O)O[C@@H](C[C@H](OC(=O)CC(=O)O)C[C@@H](O)C[C@@H](O)C[C@@H](O)/C(C)=C/C=C/[C@@H]1C)C[C@H](O)[C@@H]2O,,Adenocarpus decorticans|Aristolochia serpentaria|Cephalaria lycica|Cochliobolus pallescens|Cossus cossus|Crotalaria trifoliastrum|Drupella fragum|Entoleuca mammata|Glottiphyllum longum|Goniotrichum elegans|Halimeda scabra|Haplopappus taeda|Helminthosporium catenarium|Lasius umbratus|Leontice smirnowii|Mesua thwaitesii|Montanoa tomentosa|Panax ricinifolius|Pinus nigra|Piper novae-hollandiae|Poterium polygamum|Swertia perennis|Tropaeolum peregrinum,Polyketides,6.9,7.88,4.49,6.01,5.54,6.31,5.64,6.58,5.5,6.52,7.12,7.88,当药/藏茵陈,4,27.88
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C=CC2=C1O[C@H](C1=CC=C(O)C=C1OC)CC2=O,Alopecurone G,Sophora alopecuroides|Sophora flavescens,Shikimates and Phenylpropanoids,6.51,7.55,5.21,6.34,6.73,5.87,5.73,5.91,5.08,7.09,7.12,7.55,苦参/槐,4,27.88
COC1=CC(C[C@]2(O)C(=O)OC[C@H]2CC2=CC=C(OC)C(OC)=C2)=CC=C1O,,Schisandra lancifolia|Trachelospermum asiaticum,Shikimates and Phenylpropanoids,6.55,7.61,5.19,6.07,5.33,5.66,5.88,6.62,5.14,7.1,7.11,7.61,五味子,4,27.88
C=C(C)C(CC=C(C)C)CC1=C(O)C=CC2=C1O[C@H](C1=CC=C(O)C=C1OC)CC2=O,"(2S)-7-hydroxy-2-(4-hydroxy-2-methoxyphenyl)-8-(5-methyl-2-prop-1-en-2-ylhex-4-enyl)-2,3-dihydrochromen-4-one",Sophora alopecuroides,Shikimates and Phenylpropanoids,6.51,7.55,5.21,6.34,6.73,5.87,5.73,5.91,5.08,7.09,7.12,7.55,苦参/槐,4,27.88
CN=C(NC)NCCC/C=C/CCC[C@H](C)[C@@H]1OC(=O)/C=C/C=C/[C@H](C)[C@H](O)C[C@H](O)[C@@H](C)[C@@H](O)CC[C@H](C)[C@H](O)C[C@@]2(O)O[C@@H](C[C@@H](OC(=O)CC(=O)O)C[C@H](O)C[C@H](O)C[C@@H](O)/C(C)=C/C=C/[C@@H]1C)C[C@H](O)[C@@H]2O,,Adenocarpus decorticans|Aristolochia serpentaria|Cephalaria lycica|Cochliobolus pallescens|Cossus cossus|Crotalaria trifoliastrum|Drupella fragum|Entoleuca mammata|Glottiphyllum longum|Goniotrichum elegans|Halimeda scabra|Haplopappus taeda|Helminthosporium catenarium|Lasius umbratus|Leontice smirnowii|Mesua thwaitesii|Montanoa tomentosa|Panax ricinifolius|Pinus nigra|Piper novae-hollandiae|Poterium polygamum|Swertia perennis|Tropaeolum peregrinum,Polyketides,6.9,7.88,4.49,6.01,5.54,6.31,5.64,6.58,5.5,6.52,7.12,7.88,当药/藏茵陈,4,27.88
O=C(C=CC1=CC=CC=C1)OC[C@@]1(O)CO[C@@H](O[C@H]2[C@H](OC3=CC(O)=C4C(=O)C[C@@H](C5=CC=CC=C5)OC4=C3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O,,Oophaga speciosa|Picea vulgaris|Swertia punctata,Shikimates and Phenylpropanoids,6.67,7.74,5.42,5.82,6.77,5.69,5.79,5.83,5.19,6.68,7.06,7.74,当药/藏茵陈,4,27.86
COC1=CC([C@H]2[C@@H]3C(=O)[C@]4(O)OC[C@H]2[C@@H]4C=C3[C@@H]2CC(=O)C3=C(O)C=C(O)C=C3O2)=CC=C1O,,Silybum marianum,Shikimates and Phenylpropanoids,6.53,7.42,5.19,5.9,6.75,5.65,6.23,5.36,5.07,7.16,7.11,7.42,水飞蓟,4,27.86
CC(C)=CCC1=C(O)C=C2OC=C(C3=CC=C4OC(C)(C)C=CC4=C3O)C(=O)C2=C1O,Angustone B,Glycyrrhiza glabra|Glycyrrhiza inflata|Glycyrrhiza uralensis|Lupinus albus|Lupinus angustifolius,Shikimates and Phenylpropanoids,6.63,7.71,5.36,6.09,6.86,5.75,5.7,5.5,5.22,6.66,7.08,7.71,甘草,4,27.86
COC1=CC(C2C3C(=O)[C@]4(O)OCC2C4C=C3[C@@H]2CC(=O)C3=C(O)C=C(O)C=C3O2)=CC=C1O,LMPK12140696,Silybum marianum,Shikimates and Phenylpropanoids,6.53,7.42,5.19,5.9,6.75,5.65,6.23,5.36,5.07,7.16,7.11,7.42,水飞蓟,4,27.86
COC1=CC=C(C[C@H]2COC(=O)[C@]2(O)CC2=CC=C(O)C(O)=C2)C=C1OC,"(3S,4S)-3-[(3,4-dihydroxyphenyl)methyl]-4-[(3,4-dimethoxyphenyl)methyl]-3-hydroxy-tetrahydrofuran-2-one",Butea monosperma|Euphorbia decipiens|Isodon megathyrsus|Kadsura ananosma|Origanum majorana|Phenax angustifolius|Swertia chirayita|Viguiera hypargyrea|Zanha africana,Shikimates and Phenylpropanoids,6.53,7.6,5.18,6.04,5.34,5.67,5.85,6.62,5.06,7.11,7.11,7.6,当药/藏茵陈,4,27.86
C=C(C)[C@@H](CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=CC=C1O)CC2=O,,Sophora flavescens,Shikimates and Phenylpropanoids,6.61,7.7,5.3,6.28,6.73,5.68,5.63,5.77,5.03,6.81,7.08,7.7,苦参/槐,4,27.85
C=C(C)[C@H](CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@@H](C1=CC=CC=C1O)CC2=O,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Megaselia flavescens|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.61,7.7,5.3,6.28,6.73,5.68,5.63,5.77,5.03,6.81,7.08,7.7,地耳草/田基黄,4,27.85
CC(C)=CCC1=C(O)C(O)=CC2=C1C(=O)C1=C(O)C=C3OC(C)(C)C=CC3=C1O2,,Terminalia calcicola,Shikimates and Phenylpropanoids,6.81,7.7,4.81,6.33,6.7,5.55,5.68,5.59,5.23,6.64,7.07,7.7,诃子,4,27.85
C=C(C)[C@H](CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=CC=C1O)CC2=O,kushenol T,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Megaselia flavescens|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.61,7.7,5.3,6.28,6.73,5.68,5.63,5.77,5.03,6.81,7.08,7.7,地耳草/田基黄,4,27.85
C=C(C)[C@H](CCC(C)(C)C)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=CC=C1O)CC2=O,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.61,7.69,5.3,6.3,6.74,5.66,5.64,5.75,5.07,6.8,7.08,7.69,地耳草/田基黄,4,27.84
O=C(/C=C/C1=CC=CC=C1)OC[C@@]1(O)CO[C@@H](O[C@H]2[C@H](OC3=CC(O)=C4C(=O)C[C@@H](C5=CC=C(O)C=C5)OC4=C3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O,,Oophaga speciosa|Picea vulgaris|Swertia punctata|Viscum articulatum,Shikimates and Phenylpropanoids,6.65,7.72,5.42,5.82,6.79,5.68,5.78,5.76,5.18,6.68,7.06,7.72,当药/藏茵陈,4,27.84
CSCC[C@@H](NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)O)C(=O)N[C@H](C(=O)N/C=C1/C[C@@H](O)[C@@H](N2C=CC(O)=NC2=O)O1)[C@H](C)N(C)C(=O)[C@@H]1CC2=CC(O)=CC=C2[C@H](C)N1,"(2S)-2-[[(2R)-1-[[(2S,3S)-1-[[(Z)-[(4R,5S)-4-hydroxy-5-(4-hydroxy-2-oxopyrimidin-1-yl)oxolan-2-ylidene]methyl]amino]-3-[[(1S,3S)-6-hydroxy-1-methyl-1,2,3,4-tetrahydroisoquinoline-3-carbonyl]-methylamino]-1-oxobutan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]carbamoylamino]-3-(3-hydroxyphenyl)propanoic acid",Carpesium abrotanoides|Maytenus jelskii|Phyllanthus reticulatus|Simmondsia chinensis|Strychnos pungens,Amino acids and Peptides,5.63,7.58,5.64,6.79,5.95,5.52,5.83,6.91,5.22,6.56,7.09,7.58,叶下珠,4,27.84
CC(C)=CC[C@H](CC1=C(O)C=C(O)C2=C1O[C@@H](C1=C(O)C=CC=C1O)CC2=O)C(C)(C)O,,Sophora exigua,Shikimates and Phenylpropanoids,6.69,7.68,5.36,6.49,6.63,5.52,5.6,5.81,5.04,6.83,7.07,7.68,苦参/槐,4,27.83
CC(C)C[C@@H]1/N=C(\O)[C@H](CC2=CNC3=CC=CC=C23)/N=C(/O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=CC=C2)/N=C(\O)C/N=C(\O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)/N=C/1O,"(3~{S},4~{Z},7~{Z},9~{S},15~{S},16~{Z},18~{S},19~{Z},21~{S},22~{E},24~{S})-3-benzyl-5,8,17,20,23-pentahydroxy-15-[(1~{R})-1-hydroxyethyl]-21-(1~{H}-indol-3-ylmethyl)-18-isobutyl-1,4,7,13,16,19,22-heptazatricyclo[22.3.0.0^{9,13}]heptacosa-4,7,16,19,22-pentaene-2,14-dione",Didymella lethalis|Lepidium syvaschicum|Magnolia praecocissima|Rhaphiolepis indica|Streptomyces thioluteus|Streptosporangium sibiricum|Sulfurospirillum multivorans|Veratrum californicum|Vernonia cotoneaster,Amino acids and Peptides,6.54,7.51,5.61,5.98,5.47,5.11,5.45,6.74,5.07,7.03,7.09,7.51,厚朴,4,27.82
CC[C@H](C)[C@@H]1/N=C(\O)[C@H](CC2=CNC3=CC=CC=C23)/N=C(\O)[C@H](C)/N=C(\O)[C@H](C)/N=C(\O)C/N=C(\O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O,"(3~{R},9~{S},10~{Z},12~{S},13~{Z},15~{S},16~{Z},18~{S},19~{Z},22~{Z},24~{S})-11,14,17,20,23-pentahydroxy-12-(1~{H}-indol-3-ylmethyl)-15,18-dimethyl-9-[(1~{S})-1-methylpropyl]-1,7,10,13,16,19,22-heptazatricyclo[22.3.0.0^{3,7}]heptacosa-10,13,16,19,22-pentaene-2,8-dione",Alstonia angustiloba|Annona cherimola|Artemisia pectinata|Aspergillus microcysticus|Baccharis grandicapitulata|Beesia calthifolia|Boschniakia rossica|Botrychium ternatum|Bursera kerberi|Clerodendrum trichotomum|Clinacanthus nutans|Coffea liberica var. dewevrei|Costasiella ocellifera|Creosphaeria sassafras|Crotalaria stolzii|Curcuma aeruginosa|Delisea elegans|Delphinium giraldii|Emericellopsis minima|Eucalyptus albens|Euonymus fortunei|Euploca racemosa|Gutierrezia dracunculoides|Hedysarum gmelini|Helenium integrifolium|Juniperus scopulorum|Lasianthaea podocephala|Lupinus cosentinii|Melampodium leucanthum|Micromonospora echinospora|Morella pensylvanica|Ormosia dasycarpa|Papaver pseudocanescens|Pellacalyx axillaris|Pestalotiopsis oenotherae|Phlomis crinita|Piper brachystachyum|Pseudocyphellaria australiensis|Psidium acutangulum|Renealmia alpinia|Rhododendron mucronulatum|Sarcophyton flexuosum|Selinum libanotis|Senecio congestus|Sideritis dasygnaphala|Stellaria media|Streptomyces melanogenes|Streptomyces parvisporogenes|Tephroseris kirilowii|Zephyranthes flava,Amino acids and Peptides,6.5,7.46,5.55,5.8,5.42,4.92,5.35,6.85,5.05,7.01,7.11,7.46,茵陈/青蒿,4,27.82
